County,State,2010,2011,2012,2013,2014,2015,2016
Nash,North Carolina,"95,786","95,740","95,187","94,421","94,200","93,786","93,953"
New Hanover,North Carolina,"203,284","205,966","209,045","212,921","215,963","219,422","224,809"
Northampton,North Carolina,"22,039","21,916","21,285","20,856","20,652","20,533","20,127"
Onslow,North Carolina,"186,892","184,993","190,678","192,354","191,822","193,114","192,314"
Orange,North Carolina,"133,981","134,825","137,817","139,397","140,321","141,298","142,800"
Pamlico,North Carolina,"13,109","13,244","13,019","12,880","12,872","12,741","12,765"
Pasquotank,North Carolina,"40,626","40,266","40,378","39,548","39,436","39,384","39,392"
Pender,North Carolina,"52,415","53,175","53,714","54,779","55,900","57,426","58,771"
Perquimans,North Carolina,"13,480","13,498","13,587","13,634","13,538","13,463","13,402"
Person,North Carolina,"39,411","39,520","39,175","39,239","39,114","39,190","39,270"
Pitt,North Carolina,"168,863","170,791","172,980","174,380","174,974","176,071","177,171"
Polk,North Carolina,"20,475","20,288","20,249","20,388","20,367","20,414","20,414"
Randolph,North Carolina,"141,985","141,858","142,270","142,308","142,474","142,575","143,062"
Richmond,North Carolina,"46,635","46,651","46,359","46,133","45,771","45,429","45,012"
Robeson,North Carolina,"134,493","135,183","135,462","135,136","134,931","134,460","133,383"
Rockingham,North Carolina,"93,661","93,284","92,691","91,896","91,790","91,657","91,308"
Rowan,North Carolina,"138,331","137,805","137,511","137,690","138,080","138,497","139,410"
Rutherford,North Carolina,"67,740","67,416","67,215","66,847","66,561","66,375","66,286"
Sampson,North Carolina,"63,532","63,514","63,708","63,898","63,796","63,559","63,225"
Scotland,North Carolina,"36,062","36,275","36,093","35,911","35,656","35,321","35,309"
Stanly,North Carolina,"60,579","60,530","60,462","60,633","60,618","60,622","60,826"
Stokes,North Carolina,"47,344","47,142","46,731","46,514","46,323","46,159","45,920"
Surry,North Carolina,"73,775","73,496","73,295","72,643","72,487","71,998","72,008"
Swain,North Carolina,"14,006","14,007","14,053","13,977","14,238","14,326","14,190"
Transylvania,North Carolina,"33,085","32,807","32,835","32,827","32,952","33,157","33,393"
Tyrrell,North Carolina,"4,415","4,337","4,122","4,104","4,120","4,139","4,024"
Union,North Carolina,"202,109","204,888","208,069","212,200","217,689","221,949","226,279"
Vance,North Carolina,"45,289","45,288","45,093","44,491","44,517","44,459","44,485"
Wake,North Carolina,"906,870","928,787","952,060","974,198","997,788","1,022,319","1,048,335"
Warren,North Carolina,"20,987","20,998","20,764","20,600","20,385","20,207","19,884"
Washington,North Carolina,"13,119","12,904","12,662","12,669","12,476","12,247","12,070"
Watauga,North Carolina,"50,972","51,626","52,062","52,295","52,395","53,093","54,140"
Wayne,North Carolina,"122,886","124,038","124,559","124,587","124,586","124,342","124,269"
Wilkes,North Carolina,"69,264","68,948","68,906","68,609","68,414","68,298","68,581"
Wilson,North Carolina,"81,294","81,155","81,396","81,189","81,007","81,240","81,307"
Yadkin,North Carolina,"38,433","38,342","38,144","38,063","37,846","37,619","37,653"
Yancey,North Carolina,"17,805","17,690","17,624","17,549","17,542","17,550","17,610"
Adams,North Dakota,"2,350","2,311","2,333","2,391","2,388","2,397","2,344"
Barnes,North Dakota,"11,065","11,113","11,006","11,115","11,062","11,008","10,899"
Benson,North Dakota,"6,677","6,688","6,771","6,899","6,885","6,820","6,840"
Billings,North Dakota,783,844,919,912,920,948,948
Bowman,North Dakota,"3,143","3,143","3,211","3,214","3,238","3,277","3,222"
Burke,North Dakota,"1,971","2,062","2,182","2,305","2,261","2,344","2,227"
Burleigh,North Dakota,"81,701","83,295","85,748","88,422","90,510","93,211","94,606"
Cass,North Dakota,"150,308","153,301","157,416","162,837","166,552","170,722","174,189"
Cavalier,North Dakota,"3,987","3,946","3,923","3,856","3,847","3,827","3,824"
Dickey,North Dakota,"5,278","5,254","5,220","5,194","5,101","5,054","4,987"
Divide,North Dakota,"2,080","2,143","2,248","2,327","2,428","2,459","2,391"
Dunn,North Dakota,"3,536","3,724","3,958","4,140","4,375","4,578","4,372"
Eddy,North Dakota,"2,385","2,346","2,350","2,367","2,329","2,305","2,288"
Emmons,North Dakota,"3,531","3,506","3,470","3,476","3,412","3,397","3,338"
Foster,North Dakota,"3,343","3,343","3,380","3,355","3,337","3,325","3,309"
Golden Valley,North Dakota,"1,682","1,758","1,806","1,825","1,852","1,879","1,857"
Grand Forks,North Dakota,"66,994","66,654","67,582","69,102","69,764","70,352","70,473"
Grant,North Dakota,"2,394","2,359","2,350","2,393","2,374","2,396","2,379"
Griggs,North Dakota,"2,416","2,370","2,345","2,284","2,291","2,288","2,258"
Hettinger,North Dakota,"2,476","2,504","2,542","2,644","2,627","2,657","2,597"
Kidder,North Dakota,"2,447","2,442","2,447","2,444","2,448","2,449","2,475"
LaMoure,North Dakota,"4,130","4,095","4,085","4,101","4,096","4,136","4,113"
Logan,North Dakota,"1,998","1,972","1,941","1,932","1,941","1,927","1,930"
McHenry,North Dakota,"5,402","5,501","5,800","5,908","5,977","5,975","5,970"
McIntosh,North Dakota,"2,800","2,758","2,750","2,738","2,745","2,717","2,599"
McKenzie,North Dakota,"6,412","7,011","7,978","9,278","10,979","12,794","12,572"
McLean,North Dakota,"8,998","9,081","9,385","9,464","9,553","9,664","9,643"
Mercer,North Dakota,"8,419","8,425","8,475","8,589","8,712","8,786","8,616"
Morton,North Dakota,"27,570","27,721","28,083","28,929","29,777","30,249","30,732"
Mountrail,North Dakota,"7,708","8,103","8,739","9,340","9,751","10,311","10,234"
Nelson,North Dakota,"3,121","3,059","3,055","3,052","3,014","2,914","2,889"
Oliver,North Dakota,"1,841","1,849","1,848","1,889","1,868","1,865","1,895"
Pembina,North Dakota,"7,402","7,354","7,220","7,098","7,068","7,031","7,046"
Pierce,North Dakota,"4,360","4,367","4,446","4,419","4,364","4,273","4,216"
Ramsey,North Dakota,"11,450","11,523","11,584","11,579","11,615","11,664","11,557"
Ransom,North Dakota,"5,440","5,432","5,470","5,496","5,442","5,451","5,375"
Renville,North Dakota,"2,484","2,497","2,556","2,613","2,573","2,551","2,517"
Richland,North Dakota,"16,327","16,265","16,224","16,291","16,345","16,286","16,289"
Rolette,North Dakota,"14,007","14,193","14,403","14,680","14,733","14,698","14,716"
Sargent,North Dakota,"3,812","3,792","3,893","3,879","3,920","3,866","3,883"
Sheridan,North Dakota,"1,316","1,316","1,284","1,327","1,334","1,311","1,342"
Sioux,North Dakota,"4,148","4,236","4,328","4,434","4,459","4,377","4,457"
Slope,North Dakota,732,727,766,771,779,781,781
Stark,North Dakota,"24,359","25,186","26,901","28,317","30,315","31,861","30,869"
Steele,North Dakota,"1,991","1,970","1,952","1,918","1,912","1,915","1,912"
Stutsman,North Dakota,"21,137","21,021","20,978","21,082","21,120","21,047","21,068"
Towner,North Dakota,"2,243","2,260","2,292","2,264","2,275","2,251","2,249"
Traill,North Dakota,"8,105","8,068","8,070","8,188","8,042","7,987","8,001"
Walsh,North Dakota,"11,114","11,025","11,024","11,081","10,907","10,852","10,816"
Ward,North Dakota,"62,121","64,209","64,863","67,398","68,869","70,703","69,489"
Wells,North Dakota,"4,192","4,198","4,235","4,150","4,125","4,095","4,049"
Williams,North Dakota,"22,589","24,406","26,735","29,591","32,106","35,301","34,213"
Adams,Ohio,"28,537","28,459","28,293","28,089","28,066","27,926","27,807"
Allen,Ohio,"106,358","105,988","105,244","105,055","104,848","104,095","103,613"
Ashland,Ohio,"53,321","53,252","53,239","53,153","53,161","53,310","53,520"
Ashtabula,Ohio,"101,403","101,085","100,252","99,746","99,027","98,404","98,171"
Athens,Ohio,"65,173","65,079","64,610","64,594","64,783","65,886","66,352"
Auglaize,Ohio,"45,898","45,741","45,770","45,801","45,737","45,734","45,766"
Belmont,Ohio,"70,333","70,122","69,709","69,563","69,367","68,973","68,606"
Brown,Ohio,"44,863","44,629","44,281","44,111","43,933","43,697","43,638"
Butler,Ohio,"369,102","370,123","370,550","371,395","373,750","375,998","378,354"
Carroll,Ohio,"28,846","28,820","28,538","28,257","28,129","27,718","27,621"
Champaign,Ohio,"40,078","39,824","39,573","39,461","39,078","38,963","38,741"
Clark,Ohio,"138,274","137,811","137,171","136,638","136,311","135,746","134,723"
Clermont,Ohio,"197,604","198,859","199,487","200,447","201,454","201,995","203,165"
Clinton,Ohio,"41,922","41,913","41,819","41,864","41,805","41,839","41,887"
Columbiana,Ohio,"107,890","107,419","106,620","105,959","105,621","104,714","103,817"
Coshocton,Ohio,"36,938","36,931","36,823","36,723","36,531","36,577","36,617"
Crawford,Ohio,"43,754","43,310","42,776","42,713","42,407","42,324","42,095"
Cuyahoga,Ohio,"1,278,088","1,270,331","1,266,106","1,265,442","1,263,201","1,258,739","1,254,144"
Darke,Ohio,"52,963","52,653","52,515","52,306","52,184","51,981","51,624"
Defiance,Ohio,"39,082","39,005","38,827","38,564","38,525","38,326","38,140"
Delaware,Ohio,"175,099","178,535","181,127","185,380","189,440","193,391","197,144"
Erie,Ohio,"76,978","76,687","76,428","76,053","75,809","75,360","74,999"
Fairfield,Ohio,"146,417","147,174","147,301","148,796","150,360","151,254","152,789"
Fayette,Ohio,"29,014","28,867","28,767","28,686","28,650","28,611","28,670"
Franklin,Ohio,"1,166,202","1,180,800","1,199,045","1,218,878","1,238,362","1,257,386","1,274,450"
Fulton,Ohio,"42,629","42,363","42,330","42,199","42,403","42,301","42,306"
Gallia,Ohio,"31,072","31,031","30,886","30,685","30,463","30,249","30,186"
Geauga,Ohio,"93,389","93,292","93,771","93,846","93,979","93,894","93,845"
Greene,Ohio,"161,588","163,566","164,335","163,907","164,673","164,272","165,290"
Guernsey,Ohio,"40,155","39,910","39,876","39,706","39,690","39,392","39,211"
Hamilton,Ohio,"802,278","800,658","802,409","805,182","807,617","809,527","811,332"
Hancock,Ohio,"74,689","74,912","75,459","75,581","75,281","75,678","75,831"
Hardin,Ohio,"32,127","31,806","31,632","31,747","31,784","31,616","31,398"
Harrison,Ohio,"15,825","15,790","15,684","15,602","15,519","15,395","15,252"
Henry,Ohio,"28,171","28,002","27,824","27,824","27,597","27,481","27,282"
Highland,Ohio,"43,621","43,378","42,964","43,195","43,093","42,960","43,006"
Hocking,Ohio,"29,478","29,466","29,304","28,653","28,743","28,500","28,393"
Holmes,Ohio,"42,473","42,793","43,128","43,604","43,788","43,882","43,847"
Huron,Ohio,"59,560","59,416","59,204","58,825","58,610","58,307","58,367"
Jackson,Ohio,"33,248","33,124","32,869","32,801","32,761","32,559","32,528"
Jefferson,Ohio,"69,670","69,035","68,538","68,168","67,876","67,495","66,944"
Knox,Ohio,"61,090","61,283","60,764","60,858","61,000","61,001","60,909"
Lake,Ohio,"230,014","229,988","229,564","230,075","229,857","229,836","229,525"
Lawrence,Ohio,"62,424","62,415","62,146","61,858","61,539","60,923","60,691"
Licking,Ohio,"166,705","167,164","167,589","168,461","169,410","170,611","171,993"
Logan,Ohio,"45,743","45,623","45,410","45,393","45,473","45,250","45,128"
Lorain,Ohio,"301,478","301,874","301,712","303,098","304,464","305,417","306,607"
Lucas,Ohio,"441,434","439,359","436,753","436,156","434,585","433,633","432,879"
Madison,Ohio,"43,434","43,114","42,991","43,256","43,980","44,139","43,377"
Mahoning,Ohio,"238,381","237,363","235,702","234,393","233,391","231,846","230,269"
Marion,Ohio,"66,458","66,599","66,277","65,964","65,791","65,431","65,467"
Medina,Ohio,"172,509","173,504","173,623","174,639","175,855","176,126","176,876"
Meigs,Ohio,"23,731","23,648","23,572","23,443","23,277","23,180","23,166"
Mercer,Ohio,"40,788","40,715","40,705","40,615","40,730","40,723","40,715"
Miami,Ohio,"102,487","102,734","102,934","103,213","103,856","104,075","104,553"
Monroe,Ohio,"14,609","14,613","14,502","14,503","14,357","14,253","14,083"
Montgomery,Ohio,"535,597","534,558","534,334","534,270","532,488","531,777","531,818"
Morgan,Ohio,"15,034","15,036","14,930","14,894","14,730","14,735","14,733"
Morrow,Ohio,"34,790","34,810","34,834","34,846","34,937","34,943","34,922"
Muskingum,Ohio,"86,214","86,243","85,794","85,649","85,905","86,194","85,993"
Noble,Ohio,"14,660","14,752","14,677","14,678","14,532","14,467","14,441"
Ottawa,Ohio,"41,359","41,320","41,242","41,035","40,903","40,754","40,488"
Paulding,Ohio,"19,557","19,369","19,248","19,143","18,975","18,959","18,839"
Perry,Ohio,"36,037","36,232","35,984","36,000","35,926","35,967","35,998"
Pickaway,Ohio,"55,740","55,948","56,237","56,355","56,704","56,989","57,545"
Pike,Ohio,"28,612","28,479","28,371","28,272","28,181","28,117","28,093"
Portage,Ohio,"161,386","161,875","161,383","161,695","162,463","162,594","162,521"
Preble,Ohio,"42,170","41,986","41,812","41,671","41,495","41,297","41,157"
Putnam,Ohio,"34,476","34,385","34,207","34,123","34,198","34,026","34,007"
Richland,Ohio,"124,162","123,144","122,633","122,314","121,999","121,688","121,242"
Ross,Ohio,"78,098","77,581","77,341","77,283","77,095","77,049","76,848"
Sandusky,Ohio,"60,885","60,609","60,467","60,049","59,827","59,475","59,317"
Scioto,Ohio,"79,664","79,408","78,783","78,304","77,476","76,992","76,436"
Seneca,Ohio,"56,618","56,522","56,106","55,847","55,803","55,650","55,467"
Shelby,Ohio,"49,349","49,259","49,159","49,203","48,995","49,030","48,765"
Stark,Ohio,"375,372","374,511","374,891","375,108","375,546","374,715","373,447"
Summit,Ohio,"541,645","541,325","540,726","541,926","542,445","541,788","541,003"
Trumbull,Ohio,"209,840","208,834","207,191","206,328","204,973","203,328","201,715"
Tuscarawas,Ohio,"92,543","92,483","92,413","92,602","92,652","92,739","92,560"
Union,Ohio,"52,464","53,095","52,796","53,436","53,773","54,388","55,581"
Van Wert,Ohio,"28,678","28,625","28,636","28,347","28,334","28,319","28,177"
Vinton,Ohio,"13,405","13,380","13,221","13,303","13,210","13,082","13,022"
Warren,Ohio,"213,429","215,332","217,212","219,216","221,267","223,864","226,539"
Washington,Ohio,"61,713","61,607","61,447","61,364","61,160","61,020","60,598"
Wayne,Ohio,"114,394","114,649","115,029","115,400","115,912","116,214","116,613"
Williams,Ohio,"37,512","37,584","37,521","37,426","37,195","37,007","36,937"
Wood,Ohio,"125,950","127,124","128,425","129,013","129,337","129,285","129,768"
Wyandot,Ohio,"22,588","22,643","22,545","22,460","22,283","22,176","22,071"
Adair,Oklahoma,"22,756","22,667","22,468","22,460","22,384","22,259","22,305"
Alfalfa,Oklahoma,"5,629","5,648","5,668","5,856","5,821","5,917","5,936"
Atoka,Oklahoma,"14,214","14,169","14,030","13,901","13,924","13,889","13,894"
Beaver,Oklahoma,"5,631","5,634","5,590","5,563","5,532","5,455","5,435"
Beckham,Oklahoma,"22,061","22,308","23,070","23,468","23,596","23,554","22,427"
Blaine,Oklahoma,"9,910","9,685","9,806","9,785","9,839","9,762","9,625"
Bryan,Oklahoma,"42,580","43,120","43,453","44,118","44,483","45,021","45,599"
Caddo,Oklahoma,"29,703","29,602","29,728","29,580","29,440","29,433","29,630"
Canadian,Oklahoma,"116,361","119,397","122,500","125,943","129,321","133,158","136,386"
Carter,Oklahoma,"47,813","48,067","48,023","48,465","48,582","48,568","48,431"
Cherokee,Oklahoma,"47,126","47,702","47,989","47,870","48,240","48,376","48,791"
Choctaw,Oklahoma,"15,236","15,281","15,177","15,053","15,110","14,984","14,877"
Cimarron,Oklahoma,"2,471","2,476","2,398","2,328","2,294","2,225","2,189"
Cleveland,Oklahoma,"257,085","262,064","266,150","269,860","269,724","273,841","277,809"
Coal,Oklahoma,"5,911","5,927","5,902","5,763","5,727","5,608","5,652"
Comanche,Oklahoma,"125,397","126,075","126,536","124,949","124,778","124,005","121,743"
Cotton,Oklahoma,"6,172","6,180","6,160","6,164","6,131","6,006","5,933"
Craig,Oklahoma,"15,060","14,985","14,763","14,701","14,639","14,709","14,465"
Creek,Oklahoma,"70,248","70,651","70,760","70,575","70,559","70,801","71,191"
Custer,Oklahoma,"27,580","27,796","28,590","29,310","29,509","29,565","29,222"
Delaware,Oklahoma,"41,562","41,654","41,716","41,695","41,763","41,704","41,965"
Dewey,Oklahoma,"4,810","4,785","4,817","4,857","4,966","4,984","4,905"
Ellis,Oklahoma,"4,158","4,040","4,080","4,133","4,118","4,223","4,085"
Garfield,Oklahoma,"60,765","60,763","61,399","62,370","62,790","63,248","62,493"
Garvin,Oklahoma,"27,577","27,468","27,345","27,429","27,620","27,920","27,940"
Grady,Oklahoma,"52,440","52,751","53,026","53,637","53,878","54,559","54,683"
Grant,Oklahoma,"4,537","4,563","4,534","4,521","4,472","4,500","4,454"
Greer,Oklahoma,"6,210","6,144","6,055","6,139","6,123","6,031","5,954"
Harmon,Oklahoma,"2,921","2,934","2,914","2,891","2,801","2,782","2,712"
Harper,Oklahoma,"3,694","3,713","3,711","3,871","3,894","3,826","3,776"
Haskell,Oklahoma,"12,779","12,759","12,820","12,917","12,827","12,750","12,695"
Hughes,Oklahoma,"14,030","13,752","13,661","13,643","13,684","13,592","13,417"
Jackson,Oklahoma,"26,485","26,422","26,226","26,109","25,822","25,459","25,440"
Jefferson,Oklahoma,"6,438","6,452","6,341","6,357","6,291","6,266","6,250"
Johnston,Oklahoma,"11,002","11,072","10,967","10,986","11,097","10,967","11,126"
Kay,Oklahoma,"46,430","45,847","45,684","45,541","45,451","45,226","44,901"
Kingfisher,Oklahoma,"15,065","15,160","15,022","15,300","15,504","15,588","15,613"
Kiowa,Oklahoma,"9,442","9,425","9,360","9,344","9,282","9,116","9,025"
Latimer,Oklahoma,"11,157","11,182","11,009","10,794","10,779","10,624","10,550"
