year,state,state_code,county,candidate,party,candidate_votes,total_votes,Location
2004,Idaho,ID,Payette,John Kerry,democrat,1848.0,8180,"Idaho, Payette"
2004,Idaho,ID,Payette,George W. Bush,republican,6256.0,8180,"Idaho, Payette"
2004,Idaho,ID,Power,John Kerry,democrat,829.0,2958,"Idaho, Power"
2004,Idaho,ID,Power,George W. Bush,republican,2105.0,2958,"Idaho, Power"
2004,Idaho,ID,Shoshone,John Kerry,democrat,2331.0,5337,"Idaho, Shoshone"
2004,Idaho,ID,Shoshone,George W. Bush,republican,2922.0,5337,"Idaho, Shoshone"
2004,Idaho,ID,Teton,John Kerry,democrat,1416.0,3690,"Idaho, Teton"
2004,Idaho,ID,Teton,George W. Bush,republican,2235.0,3690,"Idaho, Teton"
2004,Idaho,ID,Twin Falls,John Kerry,democrat,6458.0,26435,"Idaho, Twin Falls"
2004,Idaho,ID,Twin Falls,George W. Bush,republican,19672.0,26435,"Idaho, Twin Falls"
2004,Idaho,ID,Valley,John Kerry,democrat,1843.0,4772,"Idaho, Valley"
2004,Idaho,ID,Valley,George W. Bush,republican,2863.0,4772,"Idaho, Valley"
2004,Idaho,ID,Washington,John Kerry,democrat,1033.0,4359,"Idaho, Washington"
2004,Idaho,ID,Washington,George W. Bush,republican,3274.0,4359,"Idaho, Washington"
2004,Illinois,IL,Adams,John Kerry,democrat,10511.0,31477,"Illinois, Adams"
2004,Illinois,IL,Adams,George W. Bush,republican,20834.0,31477,"Illinois, Adams"
2004,Illinois,IL,Alexander,John Kerry,democrat,2016.0,3873,"Illinois, Alexander"
2004,Illinois,IL,Alexander,George W. Bush,republican,1831.0,3873,"Illinois, Alexander"
2004,Illinois,IL,Bond,John Kerry,democrat,3228.0,7369,"Illinois, Bond"
2004,Illinois,IL,Bond,George W. Bush,republican,4068.0,7369,"Illinois, Bond"
2004,Illinois,IL,Boone,John Kerry,democrat,8286.0,19541,"Illinois, Boone"
2004,Illinois,IL,Boone,George W. Bush,republican,11132.0,19541,"Illinois, Boone"
2004,Illinois,IL,Brown,John Kerry,democrat,895.0,2585,"Illinois, Brown"
2004,Illinois,IL,Brown,George W. Bush,republican,1679.0,2585,"Illinois, Brown"
2004,Illinois,IL,Bureau,John Kerry,democrat,7961.0,17902,"Illinois, Bureau"
2004,Illinois,IL,Bureau,George W. Bush,republican,9822.0,17902,"Illinois, Bureau"
2004,Illinois,IL,Calhoun,John Kerry,democrat,1367.0,2706,"Illinois, Calhoun"
2004,Illinois,IL,Calhoun,George W. Bush,republican,1317.0,2706,"Illinois, Calhoun"
2004,Illinois,IL,Carroll,John Kerry,democrat,3537.0,8135,"Illinois, Carroll"
2004,Illinois,IL,Carroll,George W. Bush,republican,4534.0,8135,"Illinois, Carroll"
2004,Illinois,IL,Cass,John Kerry,democrat,2492.0,5700,"Illinois, Cass"
2004,Illinois,IL,Cass,George W. Bush,republican,3163.0,5700,"Illinois, Cass"
2004,Illinois,IL,Champaign,John Kerry,democrat,41524.0,82434,"Illinois, Champaign"
2004,Illinois,IL,Champaign,George W. Bush,republican,39896.0,82434,"Illinois, Champaign"
2004,Illinois,IL,Christian,John Kerry,democrat,6112.0,15267,"Illinois, Christian"
2004,Illinois,IL,Christian,George W. Bush,republican,9044.0,15267,"Illinois, Christian"
2004,Illinois,IL,Clark,John Kerry,democrat,2877.0,8007,"Illinois, Clark"
2004,Illinois,IL,Clark,George W. Bush,republican,5082.0,8007,"Illinois, Clark"
2004,Illinois,IL,Clay,John Kerry,democrat,2101.0,6554,"Illinois, Clay"
2004,Illinois,IL,Clay,George W. Bush,republican,4416.0,6554,"Illinois, Clay"
2004,Illinois,IL,Clinton,John Kerry,democrat,6797.0,17131,"Illinois, Clinton"
2004,Illinois,IL,Clinton,George W. Bush,republican,10219.0,17131,"Illinois, Clinton"
2004,Illinois,IL,Coles,John Kerry,democrat,9566.0,22780,"Illinois, Coles"
2004,Illinois,IL,Coles,George W. Bush,republican,13015.0,22780,"Illinois, Coles"
2004,Illinois,IL,Cook,John Kerry,democrat,1439724.0,2049434,"Illinois, Cook"
2004,Illinois,IL,Cook,George W. Bush,republican,597405.0,2049434,"Illinois, Cook"
2004,Illinois,IL,Crawford,John Kerry,democrat,3194.0,9332,"Illinois, Crawford"
2004,Illinois,IL,Crawford,George W. Bush,republican,6083.0,9332,"Illinois, Crawford"
2004,Illinois,IL,Cumberland,John Kerry,democrat,1862.0,5416,"Illinois, Cumberland"
2004,Illinois,IL,Cumberland,George W. Bush,republican,3497.0,5416,"Illinois, Cumberland"
2004,Illinois,IL,De Witt,John Kerry,democrat,2836.0,7798,"Illinois, De Witt"
2004,Illinois,IL,De Witt,George W. Bush,republican,4920.0,7798,"Illinois, De Witt"
2004,Illinois,IL,DeKalb,John Kerry,democrat,19263.0,40768,"Illinois, DeKalb"
2004,Illinois,IL,DeKalb,George W. Bush,republican,21095.0,40768,"Illinois, DeKalb"
2004,Illinois,IL,Douglas,John Kerry,democrat,2767.0,8540,"Illinois, Douglas"
2004,Illinois,IL,Douglas,George W. Bush,republican,5702.0,8540,"Illinois, Douglas"
2004,Illinois,IL,DuPage,John Kerry,democrat,180097.0,402446,"Illinois, DuPage"
2004,Illinois,IL,DuPage,George W. Bush,republican,218902.0,402446,"Illinois, DuPage"
2004,Illinois,IL,Edgar,John Kerry,democrat,3093.0,8429,"Illinois, Edgar"
2004,Illinois,IL,Edgar,George W. Bush,republican,5258.0,8429,"Illinois, Edgar"
2004,Illinois,IL,Edwards,John Kerry,democrat,930.0,3364,"Illinois, Edwards"
2004,Illinois,IL,Edwards,George W. Bush,republican,2412.0,3364,"Illinois, Edwards"
2004,Illinois,IL,Effingham,John Kerry,democrat,4388.0,16278,"Illinois, Effingham"
2004,Illinois,IL,Effingham,George W. Bush,republican,11774.0,16278,"Illinois, Effingham"
2004,Illinois,IL,Fayette,John Kerry,democrat,3571.0,9549,"Illinois, Fayette"
2004,Illinois,IL,Fayette,George W. Bush,republican,5880.0,9549,"Illinois, Fayette"
2004,Illinois,IL,Ford,John Kerry,democrat,1912.0,6479,"Illinois, Ford"
2004,Illinois,IL,Ford,George W. Bush,republican,4511.0,6479,"Illinois, Ford"
2004,Illinois,IL,Franklin,John Kerry,democrat,8816.0,19352,"Illinois, Franklin"
2004,Illinois,IL,Franklin,George W. Bush,republican,10388.0,19352,"Illinois, Franklin"
2004,Illinois,IL,Fulton,John Kerry,democrat,9080.0,17035,"Illinois, Fulton"
2004,Illinois,IL,Fulton,George W. Bush,republican,7818.0,17035,"Illinois, Fulton"
2004,Illinois,IL,Gallatin,John Kerry,democrat,1573.0,3225,"Illinois, Gallatin"
2004,Illinois,IL,Gallatin,George W. Bush,republican,1619.0,3225,"Illinois, Gallatin"
2004,Illinois,IL,Greene,John Kerry,democrat,2457.0,6068,"Illinois, Greene"
2004,Illinois,IL,Greene,George W. Bush,republican,3559.0,6068,"Illinois, Greene"
2004,Illinois,IL,Grundy,John Kerry,democrat,8463.0,19831,"Illinois, Grundy"
2004,Illinois,IL,Grundy,George W. Bush,republican,11198.0,19831,"Illinois, Grundy"
2004,Illinois,IL,Hamilton,John Kerry,democrat,1814.0,4514,"Illinois, Hamilton"
2004,Illinois,IL,Hamilton,George W. Bush,republican,2653.0,4514,"Illinois, Hamilton"
2004,Illinois,IL,Hancock,John Kerry,democrat,3975.0,9899,"Illinois, Hancock"
2004,Illinois,IL,Hancock,George W. Bush,republican,5837.0,9899,"Illinois, Hancock"
2004,Illinois,IL,Hardin,John Kerry,democrat,923.0,2437,"Illinois, Hardin"
2004,Illinois,IL,Hardin,George W. Bush,republican,1501.0,2437,"Illinois, Hardin"
2004,Illinois,IL,Henderson,John Kerry,democrat,2269.0,4153,"Illinois, Henderson"
2004,Illinois,IL,Henderson,George W. Bush,republican,1857.0,4153,"Illinois, Henderson"
2004,Illinois,IL,Henry,John Kerry,democrat,11877.0,25241,"Illinois, Henry"
2004,Illinois,IL,Henry,George W. Bush,republican,13212.0,25241,"Illinois, Henry"
2004,Illinois,IL,Iroquois,John Kerry,democrat,3832.0,13835,"Illinois, Iroquois"
2004,Illinois,IL,Iroquois,George W. Bush,republican,9914.0,13835,"Illinois, Iroquois"
2004,Illinois,IL,Jackson,John Kerry,democrat,14300.0,25826,"Illinois, Jackson"
2004,Illinois,IL,Jackson,George W. Bush,republican,11190.0,25826,"Illinois, Jackson"
2004,Illinois,IL,Jasper,John Kerry,democrat,1781.0,5336,"Illinois, Jasper"
2004,Illinois,IL,Jasper,George W. Bush,republican,3529.0,5336,"Illinois, Jasper"
2004,Illinois,IL,Jefferson,John Kerry,democrat,6713.0,16948,"Illinois, Jefferson"
2004,Illinois,IL,Jefferson,George W. Bush,republican,10160.0,16948,"Illinois, Jefferson"
2004,Illinois,IL,Jersey,John Kerry,democrat,4597.0,10137,"Illinois, Jersey"
2004,Illinois,IL,Jersey,George W. Bush,republican,5435.0,10137,"Illinois, Jersey"
2004,Illinois,IL,Jo Daviess,John Kerry,democrat,5311.0,11584,"Illinois, Jo Daviess"
2004,Illinois,IL,Jo Daviess,George W. Bush,republican,6174.0,11584,"Illinois, Jo Daviess"
2004,Illinois,IL,Johnson,John Kerry,democrat,1813.0,5865,"Illinois, Johnson"
2004,Illinois,IL,Johnson,George W. Bush,republican,3997.0,5865,"Illinois, Johnson"
2004,Illinois,IL,Kane,John Kerry,democrat,75922.0,171715,"Illinois, Kane"
2004,Illinois,IL,Kane,George W. Bush,republican,94359.0,171715,"Illinois, Kane"
2004,Illinois,IL,Kankakee,John Kerry,democrat,20003.0,45036,"Illinois, Kankakee"
2004,Illinois,IL,Kankakee,George W. Bush,republican,24739.0,45036,"Illinois, Kankakee"
2004,Illinois,IL,Kendall,John Kerry,democrat,12374.0,32402,"Illinois, Kendall"
2004,Illinois,IL,Kendall,George W. Bush,republican,19774.0,32402,"Illinois, Kendall"
2004,Illinois,IL,Knox,John Kerry,democrat,13403.0,24708,"Illinois, Knox"
2004,Illinois,IL,Knox,George W. Bush,republican,11111.0,24708,"Illinois, Knox"
2004,Illinois,IL,LaSalle,John Kerry,democrat,24263.0,50729,"Illinois, LaSalle"
2004,Illinois,IL,LaSalle,George W. Bush,republican,26101.0,50729,"Illinois, LaSalle"
2004,Illinois,IL,Lake,John Kerry,democrat,134352.0,275295,"Illinois, Lake"
2004,Illinois,IL,Lake,George W. Bush,republican,139081.0,275295,"Illinois, Lake"
2004,Illinois,IL,Lawrence,John Kerry,democrat,2518.0,6729,"Illinois, Lawrence"
2004,Illinois,IL,Lawrence,George W. Bush,republican,4162.0,6729,"Illinois, Lawrence"
2004,Illinois,IL,Lee,John Kerry,democrat,6416.0,15876,"Illinois, Lee"
2004,Illinois,IL,Lee,George W. Bush,republican,9307.0,15876,"Illinois, Lee"
2004,Illinois,IL,Livingston,John Kerry,democrat,5632.0,16039,"Illinois, Livingston"
2004,Illinois,IL,Livingston,George W. Bush,republican,10316.0,16039,"Illinois, Livingston"
2004,Illinois,IL,Logan,John Kerry,democrat,4273.0,13467,"Illinois, Logan"
2004,Illinois,IL,Logan,George W. Bush,republican,9112.0,13467,"Illinois, Logan"
2004,Illinois,IL,Macon,John Kerry,democrat,23341.0,51746,"Illinois, Macon"
2004,Illinois,IL,Macon,George W. Bush,republican,28118.0,51746,"Illinois, Macon"
2004,Illinois,IL,Macoupin,John Kerry,democrat,11193.0,22785,"Illinois, Macoupin"
2004,Illinois,IL,Macoupin,George W. Bush,republican,11413.0,22785,"Illinois, Macoupin"
2004,Illinois,IL,Madison,John Kerry,democrat,63399.0,123678,"Illinois, Madison"
2004,Illinois,IL,Madison,George W. Bush,republican,59384.0,123678,"Illinois, Madison"
2004,Illinois,IL,Marion,John Kerry,democrat,7694.0,17224,"Illinois, Marion"
2004,Illinois,IL,Marion,George W. Bush,republican,9413.0,17224,"Illinois, Marion"
2004,Illinois,IL,Marshall,John Kerry,democrat,2806.0,6584,"Illinois, Marshall"
2004,Illinois,IL,Marshall,George W. Bush,republican,3734.0,6584,"Illinois, Marshall"
2004,Illinois,IL,Mason,John Kerry,democrat,3215.0,7183,"Illinois, Mason"
2004,Illinois,IL,Mason,George W. Bush,republican,3907.0,7183,"Illinois, Mason"
2004,Illinois,IL,Massac,John Kerry,democrat,2805.0,7424,"Illinois, Massac"
2004,Illinois,IL,Massac,George W. Bush,republican,4578.0,7424,"Illinois, Massac"
2004,Illinois,IL,McDonough,John Kerry,democrat,7119.0,14929,"Illinois, McDonough"
2004,Illinois,IL,McDonough,George W. Bush,republican,7656.0,14929,"Illinois, McDonough"
2004,Illinois,IL,McHenry,John Kerry,democrat,50330.0,127948,"Illinois, McHenry"
2004,Illinois,IL,McHenry,George W. Bush,republican,76412.0,127948,"Illinois, McHenry"
2004,Illinois,IL,McLean,John Kerry,democrat,29877.0,71620,"Illinois, McLean"
2004,Illinois,IL,McLean,George W. Bush,republican,41276.0,71620,"Illinois, McLean"
2004,Illinois,IL,Menard,John Kerry,democrat,2137.0,6574,"Illinois, Menard"
2004,Illinois,IL,Menard,George W. Bush,republican,4408.0,6574,"Illinois, Menard"
2004,Illinois,IL,Mercer,John Kerry,democrat,4512.0,8974,"Illinois, Mercer"
2004,Illinois,IL,Mercer,George W. Bush,republican,4405.0,8974,"Illinois, Mercer"
2004,Illinois,IL,Monroe,John Kerry,democrat,6788.0,16370,"Illinois, Monroe"
2004,Illinois,IL,Monroe,George W. Bush,republican,9468.0,16370,"Illinois, Monroe"
2004,Illinois,IL,Montgomery,John Kerry,democrat,5979.0,12930,"Illinois, Montgomery"
2004,Illinois,IL,Montgomery,George W. Bush,republican,6851.0,12930,"Illinois, Montgomery"
2004,Illinois,IL,Morgan,John Kerry,democrat,5650.0,15180,"Illinois, Morgan"
2004,Illinois,IL,Morgan,George W. Bush,republican,9392.0,15180,"Illinois, Morgan"
2004,Illinois,IL,Moultrie,John Kerry,democrat,2388.0,6466,"Illinois, Moultrie"
2004,Illinois,IL,Moultrie,George W. Bush,republican,4028.0,6466,"Illinois, Moultrie"
2004,Illinois,IL,Ogle,John Kerry,democrat,9018.0,24091,"Illinois, Ogle"
2004,Illinois,IL,Ogle,George W. Bush,republican,14918.0,24091,"Illinois, Ogle"
2004,Illinois,IL,Peoria,John Kerry,democrat,41121.0,82771,"Illinois, Peoria"
2004,Illinois,IL,Peoria,George W. Bush,republican,41051.0,82771,"Illinois, Peoria"
2004,Illinois,IL,Perry,John Kerry,democrat,4770.0,10425,"Illinois, Perry"
2004,Illinois,IL,Perry,George W. Bush,republican,5589.0,10425,"Illinois, Perry"
2004,Illinois,IL,Piatt,John Kerry,democrat,3124.0,8586,"Illinois, Piatt"
2004,Illinois,IL,Piatt,George W. Bush,republican,5392.0,8586,"Illinois, Piatt"
2004,Illinois,IL,Pike,John Kerry,democrat,2849.0,7980,"Illinois, Pike"
2004,Illinois,IL,Pike,George W. Bush,republican,5032.0,7980,"Illinois, Pike"
2004,Illinois,IL,Pope,John Kerry,democrat,918.0,2436,"Illinois, Pope"
2004,Illinois,IL,Pope,George W. Bush,republican,1500.0,2436,"Illinois, Pope"
2004,Illinois,IL,Pulaski,John Kerry,democrat,1372.0,3108,"Illinois, Pulaski"
2004,Illinois,IL,Pulaski,George W. Bush,republican,1720.0,3108,"Illinois, Pulaski"
2004,Illinois,IL,Putnam,John Kerry,democrat,1704.0,3352,"Illinois, Putnam"
2004,Illinois,IL,Putnam,George W. Bush,republican,1623.0,3352,"Illinois, Putnam"
2004,Illinois,IL,Randolph,John Kerry,democrat,6771.0,14956,"Illinois, Randolph"
2004,Illinois,IL,Randolph,George W. Bush,republican,8076.0,14956,"Illinois, Randolph"
2004,Illinois,IL,Richland,John Kerry,democrat,2529.0,7749,"Illinois, Richland"
2004,Illinois,IL,Richland,George W. Bush,republican,5153.0,7749,"Illinois, Richland"
2004,Illinois,IL,Rock Island,John Kerry,democrat,39880.0,69972,"Illinois, Rock Island"
2004,Illinois,IL,Rock Island,George W. Bush,republican,29663.0,69972,"Illinois, Rock Island"
2004,Illinois,IL,Saline,John Kerry,democrat,4697.0,11814,"Illinois, Saline"
2004,Illinois,IL,Saline,George W. Bush,republican,7057.0,11814,"Illinois, Saline"
2004,Illinois,IL,Sangamon,John Kerry,democrat,38630.0,95375,"Illinois, Sangamon"
2004,Illinois,IL,Sangamon,George W. Bush,republican,55904.0,95375,"Illinois, Sangamon"
2004,Illinois,IL,Schuyler,John Kerry,democrat,1594.0,4031,"Illinois, Schuyler"
2004,Illinois,IL,Schuyler,George W. Bush,republican,2403.0,4031,"Illinois, Schuyler"
2004,Illinois,IL,Scott,John Kerry,democrat,927.0,2636,"Illinois, Scott"
2004,Illinois,IL,Scott,George W. Bush,republican,1696.0,2636,"Illinois, Scott"
2004,Illinois,IL,Shelby,John Kerry,democrat,3744.0,10577,"Illinois, Shelby"
2004,Illinois,IL,Shelby,George W. Bush,republican,6753.0,10577,"Illinois, Shelby"
2004,Illinois,IL,St. Clair,John Kerry,democrat,62410.0,113189,"Illinois, St. Clair"
2004,Illinois,IL,St. Clair,George W. Bush,republican,50203.0,113189,"Illinois, St. Clair"
2004,Illinois,IL,Stark,John Kerry,democrat,1189.0,3061,"Illinois, Stark"
2004,Illinois,IL,Stark,George W. Bush,republican,1841.0,3061,"Illinois, Stark"
2004,Illinois,IL,Stephenson,John Kerry,democrat,8913.0,21320,"Illinois, Stephenson"
2004,Illinois,IL,Stephenson,George W. Bush,republican,12212.0,21320,"Illinois, Stephenson"
2004,Illinois,IL,Tazewell,John Kerry,democrat,25814.0,62338,"Illinois, Tazewell"
2004,Illinois,IL,Tazewell,George W. Bush,republican,36058.0,62338,"Illinois, Tazewell"
2004,Illinois,IL,Union,John Kerry,democrat,3735.0,9119,"Illinois, Union"
2004,Illinois,IL,Union,George W. Bush,republican,5333.0,9119,"Illinois, Union"
2004,Illinois,IL,Vermilion,John Kerry,democrat,14726.0,33714,"Illinois, Vermilion"
2004,Illinois,IL,Vermilion,George W. Bush,republican,18731.0,33714,"Illinois, Vermilion"
2004,Illinois,IL,Wabash,John Kerry,democrat,1752.0,6006,"Illinois, Wabash"
2004,Illinois,IL,Wabash,George W. Bush,republican,4212.0,6006,"Illinois, Wabash"
2004,Illinois,IL,Warren,John Kerry,democrat,3938.0,8457,"Illinois, Warren"
2004,Illinois,IL,Warren,George W. Bush,republican,4474.0,8457,"Illinois, Warren"
2004,Illinois,IL,Washington,John Kerry,democrat,2986.0,8104,"Illinois, Washington"
2004,Illinois,IL,Washington,George W. Bush,republican,5072.0,8104,"Illinois, Washington"
2004,Illinois,IL,Wayne,John Kerry,democrat,2139.0,8287,"Illinois, Wayne"
2004,Illinois,IL,Wayne,George W. Bush,republican,6102.0,8287,"Illinois, Wayne"
2004,Illinois,IL,White,John Kerry,democrat,3071.0,8301,"Illinois, White"
2004,Illinois,IL,White,George W. Bush,republican,5180.0,8301,"Illinois, White"
2004,Illinois,IL,Whiteside,John Kerry,democrat,13723.0,26873,"Illinois, Whiteside"
2004,Illinois,IL,Whiteside,George W. Bush,republican,12959.0,26873,"Illinois, Whiteside"
2004,Illinois,IL,Will,John Kerry,democrat,115625.0,246409,"Illinois, Will"
2004,Illinois,IL,Will,George W. Bush,republican,129098.0,246409,"Illinois, Will"
2004,Illinois,IL,Williamson,John Kerry,democrat,11685.0,29960,"Illinois, Williamson"
2004,Illinois,IL,Williamson,George W. Bush,republican,18086.0,29960,"Illinois, Williamson"
2004,Illinois,IL,Winnebago,John Kerry,democrat,59740.0,121425,"Illinois, Winnebago"
2004,Illinois,IL,Winnebago,George W. Bush,republican,60782.0,121425,"Illinois, Winnebago"
2004,Illinois,IL,Woodford,John Kerry,democrat,6005.0,18802,"Illinois, Woodford"
2004,Illinois,IL,Woodford,George W. Bush,republican,12698.0,18802,"Illinois, Woodford"
2004,Indiana,IN,Adams,John Kerry,democrat,3512.0,13340,"Indiana, Adams"
2004,Indiana,IN,Adams,George W. Bush,republican,9734.0,13340,"Indiana, Adams"
2004,Indiana,IN,Allen,John Kerry,democrat,46710.0,129609,"Indiana, Allen"
2004,Indiana,IN,Allen,George W. Bush,republican,82013.0,129609,"Indiana, Allen"
2004,Indiana,IN,Bartholomew,John Kerry,democrat,9191.0,28515,"Indiana, Bartholomew"
2004,Indiana,IN,Bartholomew,George W. Bush,republican,19093.0,28515,"Indiana, Bartholomew"
2004,Indiana,IN,Benton,John Kerry,democrat,1135.0,3992,"Indiana, Benton"
2004,Indiana,IN,Benton,George W. Bush,republican,2797.0,3992,"Indiana, Benton"
2004,Indiana,IN,Blackford,John Kerry,democrat,1903.0,5380,"Indiana, Blackford"
2004,Indiana,IN,Blackford,George W. Bush,republican,3447.0,5380,"Indiana, Blackford"
2004,Indiana,IN,Boone,John Kerry,democrat,5636.0,22898,"Indiana, Boone"
2004,Indiana,IN,Boone,George W. Bush,republican,17055.0,22898,"Indiana, Boone"
2004,Indiana,IN,Brown,John Kerry,democrat,2730.0,7330,"Indiana, Brown"
2004,Indiana,IN,Brown,George W. Bush,republican,4512.0,7330,"Indiana, Brown"
2004,Indiana,IN,Carroll,John Kerry,democrat,2689.0,8638,"Indiana, Carroll"
2004,Indiana,IN,Carroll,George W. Bush,republican,5868.0,8638,"Indiana, Carroll"
2004,Indiana,IN,Cass,John Kerry,democrat,4315.0,13931,"Indiana, Cass"
2004,Indiana,IN,Cass,George W. Bush,republican,9480.0,13931,"Indiana, Cass"
2004,Indiana,IN,Clark,John Kerry,democrat,17648.0,42337,"Indiana, Clark"
2004,Indiana,IN,Clark,George W. Bush,republican,24495.0,42337,"Indiana, Clark"
2004,Indiana,IN,Clay,John Kerry,democrat,3333.0,10783,"Indiana, Clay"
2004,Indiana,IN,Clay,George W. Bush,republican,7361.0,10783,"Indiana, Clay"
2004,Indiana,IN,Clinton,John Kerry,democrat,3335.0,11877,"Indiana, Clinton"
2004,Indiana,IN,Clinton,George W. Bush,republican,8471.0,11877,"Indiana, Clinton"
2004,Indiana,IN,Crawford,John Kerry,democrat,1932.0,4574,"Indiana, Crawford"
2004,Indiana,IN,Crawford,George W. Bush,republican,2609.0,4574,"Indiana, Crawford"
2004,Indiana,IN,Daviess,John Kerry,democrat,2573.0,10599,"Indiana, Daviess"
2004,Indiana,IN,Daviess,George W. Bush,republican,7936.0,10599,"Indiana, Daviess"
2004,Indiana,IN,DeKalb,John Kerry,democrat,4810.0,15403,"Indiana, DeKalb"
2004,Indiana,IN,DeKalb,George W. Bush,republican,10468.0,15403,"Indiana, DeKalb"
2004,Indiana,IN,Dearborn,John Kerry,democrat,6596.0,20969,"Indiana, Dearborn"
2004,Indiana,IN,Dearborn,George W. Bush,republican,14231.0,20969,"Indiana, Dearborn"
2004,Indiana,IN,Decatur,John Kerry,democrat,2621.0,10199,"Indiana, Decatur"
2004,Indiana,IN,Decatur,George W. Bush,republican,7499.0,10199,"Indiana, Decatur"
2004,Indiana,IN,Delaware,John Kerry,democrat,20436.0,47939,"Indiana, Delaware"
2004,Indiana,IN,Delaware,George W. Bush,republican,27064.0,47939,"Indiana, Delaware"
2004,Indiana,IN,Dubois,John Kerry,democrat,5210.0,17066,"Indiana, Dubois"
2004,Indiana,IN,Dubois,George W. Bush,republican,11726.0,17066,"Indiana, Dubois"
2004,Indiana,IN,Elkhart,John Kerry,democrat,17966.0,61380,"Indiana, Elkhart"
2004,Indiana,IN,Elkhart,George W. Bush,republican,42967.0,61380,"Indiana, Elkhart"
2004,Indiana,IN,Fayette,John Kerry,democrat,3626.0,9468,"Indiana, Fayette"
2004,Indiana,IN,Fayette,George W. Bush,republican,5761.0,9468,"Indiana, Fayette"
2004,Indiana,IN,Floyd,John Kerry,democrat,13857.0,33890,"Indiana, Floyd"
2004,Indiana,IN,Floyd,George W. Bush,republican,19877.0,33890,"Indiana, Floyd"
2004,Indiana,IN,Fountain,John Kerry,democrat,2477.0,7804,"Indiana, Fountain"
2004,Indiana,IN,Fountain,George W. Bush,republican,5260.0,7804,"Indiana, Fountain"
2004,Indiana,IN,Franklin,John Kerry,democrat,2925.0,9992,"Indiana, Franklin"
2004,Indiana,IN,Franklin,George W. Bush,republican,6977.0,9992,"Indiana, Franklin"
2004,Indiana,IN,Fulton,John Kerry,democrat,2607.0,8703,"Indiana, Fulton"
2004,Indiana,IN,Fulton,George W. Bush,republican,6027.0,8703,"Indiana, Fulton"
2004,Indiana,IN,Gibson,John Kerry,democrat,5378.0,14614,"Indiana, Gibson"
2004,Indiana,IN,Gibson,George W. Bush,republican,9133.0,14614,"Indiana, Gibson"
2004,Indiana,IN,Grant,John Kerry,democrat,8509.0,27460,"Indiana, Grant"
2004,Indiana,IN,Grant,George W. Bush,republican,18769.0,27460,"Indiana, Grant"
2004,Indiana,IN,Greene,John Kerry,democrat,4606.0,13352,"Indiana, Greene"
2004,Indiana,IN,Greene,George W. Bush,republican,8609.0,13352,"Indiana, Greene"
